"Id","Eventable type","Eventable","Event type","Title","Description","Date","Url"
"7190","Legislation","2064","Passed/Approved","Law passed","","23/09/2010",""
"7189","Legislation","2065","Passed/Approved","Law passed","","01/09/2010",""
"7188","Legislation","1364","Passed/Approved","Law passed","","09/06/2010",""
"7187","Legislation","1366","Passed/Approved","Law passed","","07/04/2007",""
"7186","Legislation","1369","Passed/Approved","Law passed","","03/07/2001",""
"7185","Legislation","1375","Passed/Approved","Law passed","","01/01/2011",""
"7184","Legislation","1381","Passed/Approved","Law passed","","31/12/1989",""
"7183","Legislation","1387","Passed/Approved","Law passed","","25/12/2010",""
"7182","Legislation","1253","Passed/Approved","Law passed","","25/12/2007",""
"7181","Legislation","1393","Passed/Approved","Law passed","","25/12/2010",""
"7180","Legislation","1616","Passed/Approved","Law passed","","07/03/2003",""
"7179","Legislation","1407","Passed/Approved","Law passed","","25/12/2002",""
"7178","Legislation","1409","Passed/Approved","Law passed","","26/08/2011",""
"7177","Legislation","1410","Passed/Approved","Law passed","","28/08/2012",""
"7176","Legislation","1414","Passed/Approved","Law passed","","23/06/1997",""
"7175","Legislation","1415","Passed/Approved","Law passed","","14/05/1980",""
"7174","Legislation","1416","Passed/Approved","Law passed","","25/12/1979",""
"7173","Legislation","1422","Passed/Approved","Law passed","","09/01/2007",""
"7172","Legislation","1502","Passed/Approved","Law passed","","01/11/2007",""
"7171","Legislation","1431","Passed/Approved","Law passed","","25/12/2006",""
"7170","Legislation","1251","Passed/Approved","Law passed","","17/12/2008",""
"7169","Legislation","1433","Passed/Approved","Law passed","","25/12/1983",""
"7168","Legislation","1471","Passed/Approved","Law passed","","25/12/2010",""
"7167","Legislation","2044","Passed/Approved","Law passed","","30/06/2016",""
"7166","Legislation","8574","Passed/Approved","Law passed","","09/03/2005",""
"7165","Legislation","1507","Passed/Approved","Law passed","","01/01/1997",""
"7164","Legislation","1521","Passed/Approved","Law passed","","04/06/2010",""
"7163","Legislation","1522","Passed/Approved","Law passed","","19/07/2009",""
"7162","Legislation","1530","Passed/Approved","Law passed","","25/12/2010",""
"7161","Legislation","1541","Passed/Approved","Law passed","","15/07/2003",""
"7160","Legislation","1543","Passed/Approved","Law passed","","08/09/2000",""
"7159","Legislation","1561","Passed/Approved","Law passed","","15/04/2011",""
"7158","Legislation","1577","Passed/Approved","Law passed","","04/08/2014",""
"7157","Legislation","1585","Passed/Approved","Law passed","","06/11/2008",""
"7156","Legislation","1620","Passed/Approved","Law passed","","01/07/2012",""
"7155","Legislation","1621","Passed/Approved","Law passed","","01/07/2002",""
"7154","Legislation","1622","Passed/Approved","Law passed","","01/04/2001",""
"7153","Legislation","1623","Passed/Approved","Law passed","","01/04/2001",""
"7152","Legislation","1624","Passed/Approved","Law passed","","12/04/2001",""
"7151","Legislation","1625","Passed/Approved","Law passed","","01/05/1989",""
"7150","Legislation","1746","Passed/Approved","Law passed","","01/06/2013",""
"7149","Legislation","1629","Passed/Approved","Law passed","","20/12/2012",""
"7148","Legislation","1631","Passed/Approved","Law passed","","01/09/2012",""
"7147","Legislation","1632","Passed/Approved","Law passed","","01/09/2012",""
"7146","Legislation","1636","Passed/Approved","Law passed","","01/09/2009",""
"7145","Legislation","1637","Passed/Approved","Law passed","","04/11/2008",""
"7144","Legislation","1639","Passed/Approved","Law passed","","21/12/2007",""
"7143","Legislation","1641","Passed/Approved","Law passed","","01/01/2005",""
"7142","Legislation","1640","Passed/Approved","Law passed","","01/09/2006",""
"7141","Legislation","1755","Passed/Approved","Law passed","","25/12/2008",""
"7140","Legislation","1645","Passed/Approved","Law passed","","01/11/2009",""
"7139","Legislation","1646","Passed/Approved","Law passed","","25/12/2008",""
"7138","Legislation","1652","Passed/Approved","Law passed","","01/12/2009",""
"7137","Legislation","1654","Passed/Approved","Law passed","","25/12/2004",""
"7136","Legislation","1653","Passed/Approved","Law passed","","01/09/2006",""
"7135","Legislation","1655","Passed/Approved","Law passed","","25/12/2004",""
"7134","Legislation","1656","Passed/Approved","Law passed","","25/12/1991",""
"7133","Legislation","1658","Passed/Approved","Law passed","","01/01/1980",""
"7132","Legislation","1666","Passed/Approved","Law passed","","02/06/2017",""
"7131","Legislation","1668","Passed/Approved","Law passed","","26/12/2013",""
"7130","Legislation","1675","Passed/Approved","Law passed","","15/11/2007",""
"7129","Legislation","1678","Passed/Approved","Law passed","","07/10/1998",""
"7128","Legislation","1680","Passed/Approved","Law passed","","25/12/2011",""
"7127","Legislation","1152","Passed/Approved","Law passed","","01/08/2013",""
"7126","Legislation","1292","Passed/Approved","Law passed","","25/12/2009",""
"7125","Legislation","1712","Passed/Approved","Law passed","","03/04/1992",""
"7124","Legislation","1718","Passed/Approved","Law passed","","25/12/2000",""
"7123","Legislation","1723","Passed/Approved","Law passed","","18/05/2005",""
"7122","Legislation","1737","Passed/Approved","Law passed","","16/10/1997",""
"7121","Legislation","1739","Passed/Approved","Law passed","","05/04/2005",""
"7120","Legislation","1741","Passed/Approved","Law passed","","14/01/2000",""
"7119","Legislation","1740","Passed/Approved","Law passed","","20/02/2003",""
"7118","Legislation","1742","Passed/Approved","Law passed","","07/07/1994",""
"7117","Legislation","1748","Passed/Approved","Law passed","","01/01/2012",""
"7116","Legislation","1750","Passed/Approved","Law passed","","25/12/2011",""
"7115","Legislation","1752","Passed/Approved","Law passed","","01/04/2010",""
"7114","Legislation","1754","Passed/Approved","Law passed","","01/04/2010",""
"7113","Legislation","1764","Passed/Approved","Law passed","","25/12/2002",""
"7112","Legislation","1767","Passed/Approved","Law passed","","25/12/2001",""
"7111","Legislation","1317","Passed/Approved","Law passed","","01/01/2012",""
"7110","Legislation","1790","Passed/Approved","Law passed","","23/06/2014",""
"7109","Legislation","1797","Passed/Approved","Law passed","","29/06/2011",""
"7108","Legislation","1807","Passed/Approved","Law passed","","07/04/2006",""
"7107","Legislation","2005","Passed/Approved","Law passed","","10/04/1997",""
"7106","Legislation","2006","Passed/Approved","Law passed","","14/06/1991",""
"7105","Legislation","2007","Passed/Approved","Law passed","","02/01/2007",""
"7104","Legislation","2009","Passed/Approved","Law passed","","25/08/2006",""
"7103","Legislation","2010","Passed/Approved","Law passed","","20/02/2015",""
"7102","Legislation","2015","Passed/Approved","Law passed","","24/12/2015",""
"7101","Legislation","1413","Passed/Approved","Law passed","","09/10/1998",""
"7100","Legislation","2023","Passed/Approved","Law passed","","11/02/2010",""
"7099","Legislation","2029","Passed/Approved","Law passed","","21/12/2000",""
"7098","Legislation","2040","Passed/Approved","Law passed","","25/12/1987",""
"7097","Legislation","2060","Passed/Approved","Law passed","","05/07/2010",""
"7096","Legislation","2072","Passed/Approved","Law passed","","25/02/2000",""
"7095","Legislation","2073","Passed/Approved","Law passed","","24/07/2000",""
"7094","Legislation","2074","Passed/Approved","Law passed","","04/08/2016",""
"7093","Legislation","2037","Passed/Approved","Law passed","","06/12/2016",""
"7092","Legislation","4324","Passed/Approved","Law passed","","28/04/1995",""
"7091","Legislation","4335","Passed/Approved","Law passed","","01/06/2009",""
"7090","Legislation","8597","Passed/Approved","Law passed","","26/05/2015",""
"7089","Legislation","8599","Passed/Approved","Law passed","","25/12/2016",""
"7088","Legislation","1449","Passed/Approved","Law passed","","06/06/2012",""
"7087","Legislation","4499","Passed/Approved","Law passed","","19/10/2010",""
"7086","Legislation","1377","Passed/Approved","Law passed","","01/01/2004",""
"7085","Legislation","1572","Passed/Approved","Law passed","","26/04/2010",""
"7084","Legislation","4819","Passed/Approved","Law passed","","27/03/1996",""
"7083","Legislation","4851","Passed/Approved","Law passed","","01/03/2012",""
"7082","Legislation","4852","Passed/Approved","Law passed","","25/12/1996",""
"7081","Legislation","8169","Passed/Approved","Law passed","","25/12/2005",""
"7080","Legislation","1513","Passed/Approved","Law passed","","18/11/2002",""
"7079","Legislation","1552","Passed/Approved","Law passed","","27/07/2009",""
"7078","Legislation","8586","Passed/Approved","Law passed","","25/12/2008",""
"7077","Legislation","8483","Passed/Approved","Law passed","","01/07/2010",""
"7076","Legislation","8488","Passed/Approved","Law passed","","09/01/2014",""
"7075","Legislation","8592","Passed/Approved","Law passed","","01/08/2014",""
"7074","Legislation","1016","Passed/Approved","Law passed","","13/01/2014",""
"7073","Legislation","8273","Passed/Approved","Law passed","","22/06/2017",""
"7072","Legislation","8568","Passed/Approved","Law passed","","12/03/2019",""
"7071","Legislation","8572","Passed/Approved","Law passed","","06/04/2001",""
"7070","Legislation","8573","Passed/Approved","Law passed","","16/02/1998",""
"7069","Legislation","1780","Passed/Approved","Law passed","","14/04/2004",""
"7068","Legislation","8594","Passed/Approved","Law passed","","20/05/2016",""
"7067","Legislation","8600","Passed/Approved","Law passed","","25/12/2009",""
"7066","Legislation","1573","Passed/Approved","Law passed","","23/08/2006",""
"7065","Legislation","8620","Passed/Approved","Law passed","","29/12/1976",""
"7064","Legislation","1735","Passed/Approved","Law passed","","01/03/2006",""
"7063","Legislation","8637","Passed/Approved","Law passed","","25/12/2012",""
"7062","Legislation","1689","Passed/Approved","Law passed","","09/04/2014",""
"7061","Legislation","1428","Passed/Approved","Law passed","","08/02/2013",""
"7060","Legislation","8675","Passed/Approved","Law passed","","20/09/1984",""
"7059","Legislation","8688","Passed/Approved","Law passed","","21/12/1990",""
"7058","Legislation","8694","Passed/Approved","Law passed","","30/12/2010",""
"7057","Legislation","8725","Passed/Approved","Law passed","","01/11/1991",""
"7056","Legislation","8739","Passed/Approved","Law passed","","28/01/1988",""
"7055","Legislation","8781","Passed/Approved","Law passed","","04/12/2011",""
"7054","Legislation","8783","Passed/Approved","Law passed","","28/06/2010",""
"7053","Legislation","9185","Passed/Approved","Law passed","","16/06/1989",""
"7052","Legislation","9178","Passed/Approved","Law passed","","25/12/1989",""
"7051","Legislation","9118","Passed/Approved","Law passed","","02/08/2015",""
"7050","Legislation","9066","Passed/Approved","Law passed","","02/01/2013",""
"7049","Legislation","8994","Passed/Approved","Law passed","","13/12/2013",""
"7048","Legislation","8799","Passed/Approved","Law passed","","01/06/1982",""
"7047","Legislation","8797","Passed/Approved","Law passed","","15/11/1961",""
"7046","Legislation","8791","Passed/Approved","Law passed","","18/10/1947",""
"7045","Legislation","8891","Passed/Approved","Law passed","","25/03/1994",""
"7044","Legislation","8903","Passed/Approved","Law passed","","24/02/1992",""
"7043","Legislation","8915","Passed/Approved","Law passed","","22/06/2015",""
"7042","Legislation","8917","Passed/Approved","Law passed","","11/03/2004",""
"7041","Legislation","8921","Passed/Approved","Law passed","","01/08/1990",""
"7040","Legislation","8925","Passed/Approved","Law passed","","22/02/2012",""
"7039","Legislation","8929","Passed/Approved","Law passed","","25/12/1982",""
"7038","Legislation","8927","Passed/Approved","Law passed","","26/12/2006",""
"7037","Legislation","8937","Passed/Approved","Law passed","","05/03/2009",""
"7036","Legislation","8945","Passed/Approved","Law passed","","09/07/2014",""
"7035","Legislation","8943","Passed/Approved","Law passed","","27/01/2005",""
"7034","Legislation","8977","Passed/Approved","Law passed","","25/12/1996",""
"7033","Legislation","8979","Passed/Approved","Law passed","","25/12/2011",""
"7032","Legislation","8981","Passed/Approved","Law passed","","25/12/2011",""
"7031","Legislation","9111","Passed/Approved","Law passed","","20/05/1963",""
"7030","Legislation","9143","Passed/Approved","Law passed","","05/05/1998",""
"7029","Legislation","9153","Passed/Approved","Law passed","","11/01/2000",""
"7028","Legislation","9155","Passed/Approved","Law passed","","08/02/1995",""
"7027","Legislation","9171","Passed/Approved","Law passed","","03/07/2006",""
"7026","Legislation","1615","Passed/Approved","Law passed","","15/11/2006",""
"7025","Legislation","1766","Passed/Approved","Law passed","","01/04/2001",""
"7024","Legislation","1326","Passed/Approved","Law passed","","14/05/2014",""
"7023","Legislation","4842","Passed/Approved","Law passed","","01/07/2010",""
"7022","Legislation","1001","Passed/Approved","Law passed","","02/02/2014",""
"7021","Legislation","4621","Passed/Approved","Law passed","","25/12/2013",""
"7020","Legislation","1003","Passed/Approved","Law passed","","08/12/2011",""
"7019","Legislation","4624","Passed/Approved","Law passed","","25/12/2011",""
"7018","Legislation","1005","Passed/Approved","Law passed","","27/01/2011",""
"7017","Legislation","1006","Passed/Approved","Law passed","","21/10/2010",""
"7016","Legislation","1008","Passed/Approved","Law passed","","26/09/2005",""
"7015","Legislation","1007","Passed/Approved","Law passed","","15/04/2006",""
"7014","Legislation","1009","Passed/Approved","Law passed","","26/12/2005",""
"7013","Legislation","1010","Passed/Approved","Law passed","","29/12/2004",""
"7012","Legislation","1011","Passed/Approved","Law passed","","14/08/2004",""
"7011","Legislation","1012","Passed/Approved","Law passed","","25/03/2004",""
"7010","Legislation","1018","Passed/Approved","Law passed","","15/03/2013",""
"7009","Legislation","1025","Passed/Approved","Law passed","","21/12/2007",""
"7008","Legislation","1052","Passed/Approved","Law passed","","01/09/2013",""
"7007","Legislation","1029","Passed/Approved","Law passed","","05/09/2005",""
"7006","Legislation","1044","Passed/Approved","Law passed","","30/12/2011",""
"7005","Legislation","1065","Passed/Approved","Law passed","","06/08/2009",""
"7004","Legislation","1061","Passed/Approved","Law passed","","08/12/2010",""
"7003","Legislation","1021","Passed/Approved","Law passed","","23/04/2010",""
"7002","Legislation","1024","Passed/Approved","Law passed","","31/12/2010",""
"7001","Legislation","1067","Passed/Approved","Law passed","","17/09/2007",""
"7000","Legislation","1028","Passed/Approved","Law passed","","25/08/2006",""
"6999","Legislation","1087","Passed/Approved","Law passed","","05/03/2008",""
"6998","Legislation","1030","Passed/Approved","Law passed","","19/10/1998",""
"6997","Legislation","1031","Passed/Approved","Law passed","","13/12/2014",""
"6996","Legislation","1032","Passed/Approved","Law passed","","21/09/2012",""
"6995","Legislation","1033","Passed/Approved","Law passed","","22/07/2012",""
"6994","Legislation","1035","Passed/Approved","Law passed","","29/11/2011",""
"6993","Legislation","1034","Passed/Approved","Law passed","","15/09/2011",""
"6992","Legislation","1096","Passed/Approved","Law passed","","21/11/2007",""
"6991","Legislation","1040","Passed/Approved","Law passed","","11/08/2014",""
"6990","Legislation","1125","Passed/Approved","Law passed","","10/11/2013",""
"6989","Legislation","1023","Passed/Approved","Law passed","","05/06/2008",""
"6988","Legislation","1046","Passed/Approved","Law passed","","06/07/2007",""
"6987","Legislation","1064","Passed/Approved","Law passed","","01/10/2010",""
"6986","Legislation","1049","Passed/Approved","Law passed","","16/03/1993",""
"6984","Legislation","8662","Passed/Approved","Law passed","","28/03/2017",""
"6983","Legislation","1053","Passed/Approved","Law passed","","10/12/2012",""
"6982","Legislation","1306","Passed/Approved","Law passed","","04/12/2008",""
"6981","Legislation","1054","Passed/Approved","Law passed","","19/09/2012",""
"6980","Legislation","8635","Passed/Approved","Law passed","","25/12/2016",""
"6979","Legislation","1036","Passed/Approved","Law passed","","01/07/2010",""
"6978","Legislation","1057","Passed/Approved","Law passed","","25/12/2010",""
"6977","Legislation","1058","Passed/Approved","Law passed","","18/12/2008",""
"6976","Legislation","1045","Passed/Approved","Law passed","","01/03/2010",""
"6975","Legislation","1062","Passed/Approved","Law passed","","27/12/2010",""
"6974","Legislation","1063","Passed/Approved","Law passed","","28/10/2010",""
"6973","Legislation","1127","Passed/Approved","Law passed","","25/01/2012",""
"6972","Legislation","1066","Passed/Approved","Law passed","","31/01/2008",""
"6971","Legislation","1128","Passed/Approved","Law passed","","17/03/2009",""
"6970","Legislation","1149","Passed/Approved","Law passed","","26/11/2009",""
"6969","Legislation","1068","Passed/Approved","Law passed","","14/06/2007",""
"6968","Legislation","1069","Passed/Approved","Law passed","","05/09/2006",""
"6967","Legislation","1070","Passed/Approved","Law passed","","04/05/2006",""
"6966","Legislation","1071","Passed/Approved","Law passed","","15/07/1998",""
"6965","Legislation","1072","Passed/Approved","Law passed","","01/07/2014",""
"6964","Legislation","1073","Passed/Approved","Law passed","","17/07/2013",""
"6963","Legislation","1075","Passed/Approved","Law passed","","10/03/2006",""
"6962","Legislation","1042","Passed/Approved","Law passed","","21/11/2011",""
"6961","Legislation","1076","Passed/Approved","Law passed","","27/12/2005",""
"6960","Legislation","1136","Passed/Approved","Law passed","","25/12/2007",""
"6959","Legislation","1051","Passed/Approved","Law passed","","01/05/2013",""
"6958","Legislation","2017","Passed/Approved","Law passed","","02/12/2015",""
"6957","Legislation","1083","Passed/Approved","Law passed","","14/11/2014",""
"6956","Legislation","1085","Passed/Approved","Law passed","","15/10/2012",""
"6955","Legislation","1084","Passed/Approved","Law passed","","09/11/2012",""
"6954","Legislation","1086","Passed/Approved","Law passed","","01/12/2010",""
"6953","Legislation","1164","Passed/Approved","Law passed","","25/12/2008",""
"6952","Legislation","1088","Passed/Approved","Law passed","","12/09/1996",""
"6951","Legislation","1091","Passed/Approved","Law passed","","29/10/2013",""
"6950","Legislation","1078","Passed/Approved","Law passed","","14/11/2002",""
"6949","Legislation","1244","Passed/Approved","Law passed","","03/12/2014",""
"6948","Legislation","1171","Passed/Approved","Law passed","","14/05/2012",""
"6947","Legislation","1295","Passed/Approved","Law passed","","01/12/2010",""
"6946","Legislation","1097","Passed/Approved","Law passed","","02/03/2006",""
"6945","Legislation","1099","Passed/Approved","Law passed","","26/04/2002",""
"6944","Legislation","1100","Passed/Approved","Law passed","","17/10/2001",""
"6943","Legislation","1081","Passed/Approved","Law passed","","26/09/2012",""
"6942","Legislation","1074","Passed/Approved","Law passed","","06/12/2010",""
"6941","Legislation","1047","Passed/Approved","Law passed","","25/12/2007",""
"6940","Legislation","1172","Passed/Approved","Law passed","","17/09/2012",""
"6939","Legislation","1112","Passed/Approved","Law passed","","14/12/2011",""
"6938","Legislation","1114","Passed/Approved","Law passed","","14/06/2001",""
"6937","Legislation","1115","Passed/Approved","Law passed","","31/03/2000",""
"6936","Legislation","1116","Passed/Approved","Law passed","","17/05/2014",""
"6935","Legislation","1138","Passed/Approved","Law passed","","25/12/1997",""
"6934","Legislation","1090","Passed/Approved","Law passed","","01/03/2009",""
"6933","Legislation","1119","Passed/Approved","Law passed","","24/04/2012",""
"6932","Legislation","1124","Passed/Approved","Law passed","","03/10/2001",""
"6931","Legislation","1123","Passed/Approved","Law passed","","27/12/2002",""
"6930","Legislation","1173","Passed/Approved","Law passed","","14/10/2011",""
"6929","Legislation","1174","Passed/Approved","Law passed","","20/10/2010",""
"6928","Legislation","1240","Passed/Approved","Law passed","","16/05/2011",""
"6927","Legislation","4008","Passed/Approved","Law passed","","02/04/2013",""
"6926","Legislation","1359","Passed/Approved","Law passed","","25/12/2014",""
"6925","Legislation","1131","Passed/Approved","Law passed","","16/10/1996",""
"6924","Legislation","1133","Passed/Approved","Law passed","","18/10/1990",""
"6923","Legislation","8233","Passed/Approved","Law passed","","25/12/2016",""
"6922","Legislation","1135","Passed/Approved","Law passed","","22/06/2009",""
"6921","Legislation","1241","Passed/Approved","Law passed","","29/12/2010",""
"6920","Legislation","1118","Passed/Approved","Law passed","","02/12/2019",""
"6919","Legislation","1242","Passed/Approved","Law passed","","23/04/2010",""
"6918","Legislation","1142","Passed/Approved","Law passed","","01/09/2012",""
"6917","Legislation","1147","Passed/Approved","Law passed","","11/02/2014",""
"6916","Legislation","1148","Passed/Approved","Law passed","","17/06/2014",""
"6915","Legislation","1278","Passed/Approved","Law passed","","21/06/2012",""
"6914","Legislation","1150","Passed/Approved","Law passed","","24/12/2011",""
"6913","Legislation","1101","Passed/Approved","Law passed","","11/03/2014",""
"6912","Legislation","1153","Passed/Approved","Law passed","","22/03/2012",""
"6911","Legislation","1157","Passed/Approved","Law passed","","25/12/2009",""
"6910","Legislation","8485","Passed/Approved","Law passed","","01/03/2005",""
"6909","Legislation","1162","Passed/Approved","Law passed","","01/01/2012",""
"6908","Legislation","1243","Passed/Approved","Law passed","","18/10/2005",""
"6907","Legislation","1166","Passed/Approved","Law passed","","26/07/2001",""
"6906","Legislation","1165","Passed/Approved","Law passed","","07/05/2007",""
"6905","Legislation","1167","Passed/Approved","Law passed","","29/11/2000",""
"6904","Legislation","1168","Passed/Approved","Law passed","","10/09/2013",""
"6903","Legislation","1509","Passed/Approved","Law passed","","01/09/2007",""
"6902","Legislation","1170","Passed/Approved","Law passed","","18/06/2013",""
"6901","Legislation","1296","Passed/Approved","Law passed","","28/12/2010",""
"6900","Legislation","1297","Passed/Approved","Law passed","","30/04/2008",""
"6899","Legislation","1331","Passed/Approved","Law passed","","25/12/2013",""
"6898","Legislation","1386","Passed/Approved","Law passed","","02/01/2013",""
"6897","Legislation","1106","Passed/Approved","Law passed","","14/10/2011",""
"6896","Legislation","1547","Passed/Approved","Law passed","","01/11/2011",""
"6895","Legislation","1134","Passed/Approved","Law passed","","25/12/2010",""
"6894","Legislation","1685","Passed/Approved","Law passed","","25/12/2009",""
"6893","Legislation","1181","Passed/Approved","Law passed","","30/05/2012",""
"6892","Legislation","1182","Passed/Approved","Law passed","","09/06/2011",""
"6891","Legislation","1184","Passed/Approved","Law passed","","25/12/2010",""
"6890","Legislation","1183","Passed/Approved","Law passed","","09/06/2011",""
"6889","Legislation","1185","Passed/Approved","Law passed","","20/12/2007",""
"6888","Legislation","1186","Passed/Approved","Law passed","","31/08/2005",""
"6887","Legislation","1187","Passed/Approved","Law passed","","04/07/2013",""
"6886","Legislation","1140","Passed/Approved","Law passed","","20/05/1993",""
"6885","Legislation","1191","Passed/Approved","Law passed","","25/12/2000",""
"6884","Legislation","1193","Passed/Approved","Law passed","","25/12/1997",""
"6883","Legislation","1192","Passed/Approved","Law passed","","25/12/1997",""
"6882","Legislation","1195","Passed/Approved","Law passed","","25/12/1994",""
"6881","Legislation","1178","Passed/Approved","Law passed","","01/02/2008",""
"6880","Legislation","1198","Passed/Approved","Law passed","","16/04/2014",""
"6879","Legislation","1199","Passed/Approved","Law passed","","08/07/2013",""
"6878","Legislation","1200","Passed/Approved","Law passed","","20/12/2013",""
"6877","Legislation","1201","Passed/Approved","Law passed","","04/12/2012",""
"6876","Legislation","8490","Passed/Approved","Law passed","","24/04/2012",""
"6875","Legislation","1206","Passed/Approved","Law passed","","23/04/2009",""
"6874","Legislation","1208","Passed/Approved","Law passed","","25/12/2009",""
"6873","Legislation","1210","Passed/Approved","Law passed","","23/04/2009",""
"6872","Legislation","1214","Passed/Approved","Law passed","","31/10/2003",""
"6871","Legislation","1221","Passed/Approved","Law passed","","01/09/2013",""
"6870","Legislation","1222","Passed/Approved","Law passed","","01/04/2011",""
"6869","Legislation","1223","Passed/Approved","Law passed","","01/02/2010",""
"6868","Legislation","1224","Passed/Approved","Law passed","","30/06/2010",""
"6867","Legislation","1303","Passed/Approved","Law passed","","22/03/2012",""
"6866","Legislation","1226","Passed/Approved","Law passed","","01/01/2004",""
"6865","Legislation","1227","Passed/Approved","Law passed","","10/09/1999",""
"6864","Legislation","1228","Passed/Approved","Law passed","","25/12/2014",""
"6863","Legislation","1672","Passed/Approved","Law passed","","30/06/2010",""
"6862","Legislation","1230","Passed/Approved","Law passed","","25/12/2012",""
"6861","Legislation","8237","Passed/Approved","Law passed","","09/12/2016",""
"6860","Legislation","1232","Passed/Approved","Law passed","","12/07/2010",""
"6859","Legislation","1233","Passed/Approved","Law passed","","03/08/2009",""
"6858","Legislation","1234","Passed/Approved","Law passed","","25/12/2007",""
"6857","Legislation","1235","Passed/Approved","Law passed","","25/12/2005",""
"6856","Legislation","1687","Passed/Approved","Law passed","","01/01/2013",""
"6855","Legislation","1394","Passed/Approved","Law passed","","19/02/2007",""
"6854","Legislation","1396","Passed/Approved","Law passed","","25/12/2005",""
"6853","Legislation","1818","Passed/Approved","Law passed","","01/07/2006",""
"6852","Legislation","1425","Passed/Approved","Law passed","","25/08/2003",""
"6851","Legislation","1245","Passed/Approved","Law passed","","24/08/2012",""
"6850","Legislation","1246","Passed/Approved","Law passed","","28/07/2011",""
"6849","Legislation","1247","Passed/Approved","Law passed","","28/09/2010",""
"6848","Legislation","1248","Passed/Approved","Law passed","","28/09/2010",""
"6847","Legislation","1249","Passed/Approved","Law passed","","21/08/2009",""
"6846","Legislation","1392","Passed/Approved","Law passed","","25/12/2007",""
"6845","Legislation","1060","Passed/Approved","Law passed","","21/06/2013",""
"6844","Legislation","1796","Passed/Approved","Law passed","","23/03/2011",""
"6843","Legislation","1082","Passed/Approved","Law passed","","01/03/2009",""
"6842","Legislation","1263","Passed/Approved","Law passed","","25/12/2010",""
"6841","Legislation","1262","Passed/Approved","Law passed","","07/09/2010",""
"6840","Legislation","1261","Passed/Approved","Law passed","","01/12/2011",""
"6839","Legislation","4625","Passed/Approved","Law passed","","25/12/2009",""
"6838","Legislation","1265","Passed/Approved","Law passed","","31/12/1997",""
"6837","Legislation","1266","Passed/Approved","Law passed","","09/12/2014",""
"6836","Legislation","1268","Passed/Approved","Law passed","","14/10/2010",""
"6835","Legislation","1267","Passed/Approved","Law passed","","22/08/2011",""
"6834","Legislation","1269","Passed/Approved","Law passed","","23/06/2010",""
"6833","Legislation","1270","Passed/Approved","Law passed","","04/06/2010",""
"6832","Legislation","1271","Passed/Approved","Law passed","","25/02/2010",""
"6831","Legislation","1272","Passed/Approved","Law passed","","19/05/2008",""
"6830","Legislation","1274","Passed/Approved","Law passed","","13/12/2005",""
"6829","Legislation","1273","Passed/Approved","Law passed","","27/06/2006",""
"6828","Legislation","1275","Passed/Approved","Law passed","","23/12/2004",""
"6827","Legislation","4243","Passed/Approved","Law passed","","25/12/2015",""
"6826","Legislation","1277","Passed/Approved","Law passed","","07/10/1994",""
"6825","Legislation","1280","Passed/Approved","Law passed","","01/11/2011",""
"6824","Legislation","1281","Passed/Approved","Law passed","","06/10/2011",""
"6823","Legislation","1459","Passed/Approved","Law passed","","25/12/2014",""
"6822","Legislation","1197","Passed/Approved","Law passed","","28/05/2014",""
"6821","Legislation","1285","Passed/Approved","Law passed","","25/12/2013",""
"6820","Legislation","1286","Passed/Approved","Law passed","","07/07/2011",""
"6819","Legislation","1287","Passed/Approved","Law passed","","01/09/2010",""
"6818","Legislation","1288","Passed/Approved","Law passed","","09/12/2009",""
"6817","Legislation","1289","Passed/Approved","Law passed","","09/12/2009",""
"6816","Legislation","1290","Passed/Approved","Law passed","","10/11/2003",""
"6815","Legislation","4284","Passed/Approved","Law passed","","25/12/2009",""
"6814","Legislation","8547","Passed/Approved","Law passed","","01/04/2006",""
"6813","Legislation","1293","Passed/Approved","Law passed","","15/04/2011",""
"6812","Legislation","1294","Passed/Approved","Law passed","","25/03/2011",""
"6811","Legislation","4498","Passed/Approved","Law passed","","01/10/2009",""
"6810","Legislation","1485","Passed/Approved","Law passed","","31/12/2009",""
"6809","Legislation","8582","Passed/Approved","Law passed","","25/12/2014",""
"6808","Legislation","8636","Passed/Approved","Law passed","","01/08/2013",""
"6807","Legislation","1301","Passed/Approved","Law passed","","26/09/2014",""
"6806","Legislation","1313","Passed/Approved","Law passed","","01/11/2013",""
"6805","Legislation","1189","Passed/Approved","Law passed","","25/12/2010",""
"6804","Legislation","1304","Passed/Approved","Law passed","","18/07/2012",""
"6803","Legislation","1305","Passed/Approved","Law passed","","19/08/2010",""
"6802","Legislation","1307","Passed/Approved","Law passed","","01/04/2008",""
"6801","Legislation","1283","Passed/Approved","Law passed","","25/12/2007",""
"6800","Legislation","1309","Passed/Approved","Law passed","","13/03/2004",""
"6799","Legislation","4053","Passed/Approved","Law passed","","02/06/2009",""
"6798","Legislation","1314","Passed/Approved","Law passed","","12/03/2011",""
"6797","Legislation","4817","Passed/Approved","Law passed","","01/09/2019",""
"6796","Legislation","1319","Passed/Approved","Law passed","","01/12/2009",""
"6795","Legislation","1322","Passed/Approved","Law passed","","25/12/2006",""
"6794","Legislation","1324","Passed/Approved","Law passed","","12/02/2005",""
"6793","Legislation","4826","Passed/Approved","Law passed","","25/12/1997",""
"6792","Legislation","1536","Passed/Approved","Law passed","","15/07/2010",""
"6791","Legislation","1330","Passed/Approved","Law passed","","25/12/2014",""
