"Id","Eventable type","Eventable","Event type","Title","Description","Date","Url"
"6524","Legislation","1730","Passed/Approved","Law passed","","01/11/2005",""
"6523","Legislation","1721","Passed/Approved","Law passed","","18/04/2007",""
"6522","Legislation","4786","Passed/Approved","Law passed","","28/10/2011",""
"6521","Legislation","1722","Passed/Approved","Law passed","","13/06/2007",""
"6520","Legislation","1724","Passed/Approved","Law passed","","19/06/2005",""
"6519","Legislation","1229","Passed/Approved","Law passed","","25/12/2013",""
"6518","Legislation","1300","Passed/Approved","Law passed","","01/12/2014",""
"6517","Legislation","1727","Passed/Approved","Law passed","","01/05/2009",""
"6516","Legislation","1728","Passed/Approved","Law passed","","18/08/2008",""
"6515","Legislation","1729","Passed/Approved","Law passed","","01/01/2007",""
"6514","Legislation","1757","Passed/Approved","Law passed","","25/12/2007",""
"6513","Legislation","1732","Passed/Approved","Law passed","","25/12/2010",""
"6512","Legislation","2024","Passed/Approved","Law passed","","10/12/2015",""
"6511","Legislation","1782","Passed/Approved","Law passed","","01/06/2013",""
"6510","Legislation","4900","Passed/Approved","Law passed","","11/02/2015",""
"6509","Legislation","1733","Passed/Approved","Law passed","","29/03/2007",""
"6508","Legislation","1736","Passed/Approved","Law passed","","21/05/2009",""
"6507","Legislation","1311","Passed/Approved","Law passed","","05/11/2014",""
"6506","Legislation","1744","Passed/Approved","Law passed","","25/12/2009",""
"6505","Legislation","4901","Passed/Approved","Law passed","","18/11/2015",""
"6504","Legislation","8656","Passed/Approved","Law passed","","03/04/2017",""
"6503","Legislation","1264","Passed/Approved","Law passed","","25/12/2006",""
"6502","Legislation","4281","Passed/Approved","Law passed","","29/06/2012",""
"6501","Legislation","2054","Passed/Approved","Law passed","","23/09/2015",""
"6500","Legislation","1758","Passed/Approved","Law passed","","25/12/2006",""
"6499","Legislation","1759","Passed/Approved","Law passed","","25/12/2006",""
"6498","Legislation","1760","Passed/Approved","Law passed","","25/12/2006",""
"6497","Legislation","1117","Passed/Approved","Law passed","","31/08/2012",""
"6496","Legislation","1763","Passed/Approved","Law passed","","25/12/2002",""
"6495","Legislation","1328","Passed/Approved","Law passed","","25/12/2015",""
"6494","Legislation","1770","Passed/Approved","Law passed","","17/02/2009",""
"6493","Legislation","1772","Passed/Approved","Law passed","","15/10/2008",""
"6492","Legislation","4902","Passed/Approved","Law passed","","24/10/2012",""
"6491","Legislation","1773","Passed/Approved","Law passed","","18/06/2008",""
"6490","Legislation","1774","Passed/Approved","Law passed","","19/12/2007",""
"6489","Legislation","4905","Passed/Approved","Law passed","","25/10/2015",""
"6488","Legislation","1776","Passed/Approved","Law passed","","08/08/2005",""
"6487","Legislation","1777","Passed/Approved","Law passed","","17/12/1963",""
"6486","Legislation","1353","Passed/Approved","Law passed","","08/05/2011",""
"6485","Legislation","1336","Passed/Approved","Law passed","","25/12/2011",""
"6484","Legislation","1333","Passed/Approved","Law passed","","25/12/2012",""
"6483","Legislation","2076","Passed/Approved","Law passed","","10/01/2017",""
"6482","Legislation","1781","Passed/Approved","Law passed","","19/06/1997",""
"6481","Legislation","1785","Passed/Approved","Law passed","","01/06/2006",""
"6480","Legislation","1783","Passed/Approved","Law passed","","24/01/2011",""
"6479","Legislation","1793","Passed/Approved","Law passed","","04/07/2012",""
"6478","Legislation","1786","Passed/Approved","Law passed","","04/12/2013",""
"6477","Legislation","1787","Passed/Approved","Law passed","","09/10/2000",""
"6476","Legislation","1788","Passed/Approved","Law passed","","09/01/2009",""
"6475","Legislation","1789","Passed/Approved","Law passed","","12/12/2006",""
"6474","Legislation","1354","Passed/Approved","Law passed","","05/01/2010",""
"6473","Legislation","1792","Passed/Approved","Law passed","","05/07/2013",""
"6472","Legislation","1801","Passed/Approved","Law passed","","22/06/2007",""
"6471","Legislation","1794","Passed/Approved","Law passed","","04/07/2012",""
"6470","Legislation","4906","Passed/Approved","Law passed","","22/12/2011",""
"6469","Legislation","1356","Passed/Approved","Law passed","","10/01/2009",""
"6468","Legislation","1799","Passed/Approved","Law passed","","30/06/2008",""
"6467","Legislation","1800","Passed/Approved","Law passed","","30/06/2008",""
"6466","Legislation","1798","Passed/Approved","Law passed","","01/01/2010",""
"6465","Legislation","1802","Passed/Approved","Law passed","","01/01/2011",""
"6464","Legislation","2077","Passed/Approved","Law passed","","01/01/2015",""
"6463","Legislation","1803","Passed/Approved","Law passed","","28/06/2006",""
"6462","Legislation","1360","Passed/Approved","Law passed","","01/02/2014",""
"6461","Legislation","1806","Passed/Approved","Law passed","","22/09/2011",""
"6460","Legislation","1808","Passed/Approved","Law passed","","01/08/2003",""
"6459","Legislation","1810","Passed/Approved","Law passed","","25/12/2013",""
"6458","Legislation","1376","Passed/Approved","Law passed","","28/11/2010",""
"6457","Legislation","4911","Passed/Approved","Law passed","","24/04/2006",""
"6456","Legislation","4913","Passed/Approved","Law passed","","30/05/2013",""
"6455","Legislation","1816","Passed/Approved","Law passed","","01/06/2009",""
"6454","Legislation","1817","Passed/Approved","Law passed","","14/07/2011",""
"6453","Legislation","2001","Passed/Approved","Law passed","","01/05/2010",""
"6452","Legislation","2056","Passed/Approved","Law passed","","01/09/2015",""
"6451","Legislation","2025","Passed/Approved","Law passed","","01/09/2015",""
"6450","Legislation","1406","Passed/Approved","Law passed","","01/05/2009",""
"6449","Legislation","2008","Passed/Approved","Law passed","","15/10/2015",""
"6448","Legislation","2012","Passed/Approved","Law passed","","09/10/2015",""
"6447","Legislation","1403","Passed/Approved","Law passed","","25/12/2000",""
"6446","Legislation","1417","Passed/Approved","Law passed","","01/05/2013",""
"6445","Legislation","2019","Passed/Approved","Law passed","","08/12/2015",""
"6444","Legislation","2018","Passed/Approved","Law passed","","16/01/2015",""
"6443","Legislation","2020","Passed/Approved","Law passed","","11/11/2015",""
"6442","Legislation","2021","Passed/Approved","Law passed","","18/12/2015",""
"6441","Legislation","4986","Passed/Approved","Law passed","","25/12/2009",""
"6440","Legislation","1676","Passed/Approved","Law passed","","06/10/2006",""
"6439","Legislation","8196","Passed/Approved","Law passed","","20/11/2014",""
"6438","Legislation","1495","Passed/Approved","Law passed","","25/12/2005",""
"6437","Legislation","2027","Passed/Approved","Law passed","","08/12/2015",""
"6436","Legislation","2031","Passed/Approved","Law passed","","28/04/2016",""
"6435","Legislation","2030","Passed/Approved","Law passed","","01/07/2016",""
"6434","Legislation","2034","Passed/Approved","Law passed","","07/07/2015",""
"6433","Legislation","2035","Passed/Approved","Law passed","","08/02/2016",""
"6432","Legislation","2036","Passed/Approved","Law passed","","12/03/2015",""
"6431","Legislation","8648","Passed/Approved","Law passed","","01/04/2015",""
"6430","Legislation","2039","Passed/Approved","Law passed","","28/10/2010",""
"6429","Legislation","2041","Passed/Approved","Law passed","","28/10/2007",""
"6428","Legislation","1429","Passed/Approved","Law passed","","01/02/2009",""
"6427","Legislation","4914","Passed/Approved","Law passed","","27/02/2015",""
"6426","Legislation","2042","Passed/Approved","Law passed","","06/05/2016",""
"6425","Legislation","4917","Passed/Approved","Law passed","","01/12/2012",""
"6424","Legislation","2045","Passed/Approved","Law passed","","12/05/2016",""
"6423","Legislation","2047","Passed/Approved","Law passed","","21/12/2014",""
"6422","Legislation","1708","Passed/Approved","Law passed","","01/01/2008",""
"6421","Legislation","1600","Passed/Approved","Law passed","","01/09/2013",""
"6420","Legislation","1239","Passed/Approved","Law passed","","25/12/2012",""
"6419","Legislation","4619","Passed/Approved","Law passed","","01/09/2015",""
"6418","Legislation","1677","Passed/Approved","Law passed","","05/07/2002",""
"6417","Legislation","1709","Passed/Approved","Law passed","","27/12/2011",""
"6416","Legislation","2057","Passed/Approved","Law passed","","21/07/2016",""
"6415","Legislation","4266","Passed/Approved","Law passed","","12/03/2010",""
"6414","Legislation","2058","Passed/Approved","Law passed","","14/06/2002",""
"6413","Legislation","2061","Passed/Approved","Law passed","","07/06/2016",""
"6412","Legislation","1339","Passed/Approved","Law passed","","25/12/2010",""
"6411","Legislation","1343","Passed/Approved","Law passed","","16/11/2009",""
"6410","Legislation","1345","Passed/Approved","Law passed","","04/07/2008",""
"6409","Legislation","1344","Passed/Approved","Law passed","","25/12/2008",""
"6408","Legislation","2066","Passed/Approved","Law passed","","20/07/2016",""
"6407","Legislation","4924","Passed/Approved","Law passed","","06/09/2001",""
"6406","Legislation","2069","Passed/Approved","Law passed","","01/07/2016",""
"6405","Legislation","4323","Passed/Approved","Law passed","","19/04/2013",""
"6404","Legislation","1346","Passed/Approved","Law passed","","25/12/2008",""
"6403","Legislation","2071","Passed/Approved","Law passed","","25/04/2016",""
"6402","Legislation","8119","Passed/Approved","Law passed","","25/12/2012",""
"6401","Legislation","4622","Passed/Approved","Law passed","","25/12/2007",""
"6400","Legislation","1702","Passed/Approved","Law passed","","25/12/2014",""
"6399","Legislation","1717","Passed/Approved","Law passed","","25/12/2006",""
"6398","Legislation","4985","Passed/Approved","Law passed","","25/12/1997",""
"6397","Legislation","4002","Passed/Approved","Law passed","","10/10/2013",""
"6396","Legislation","4005","Passed/Approved","Law passed","","12/05/2014",""
"6395","Legislation","4925","Passed/Approved","Law passed","","11/03/2011",""
"6394","Legislation","4928","Passed/Approved","Law passed","","15/01/2016",""
"6393","Legislation","4930","Passed/Approved","Law passed","","26/07/2016",""
"6392","Legislation","4018","Passed/Approved","Law passed","","06/06/2008",""
"6391","Legislation","4019","Passed/Approved","Law passed","","17/10/2008",""
"6390","Legislation","4931","Passed/Approved","Law passed","","19/09/2014",""
"6389","Legislation","4042","Passed/Approved","Law passed","","12/12/2013",""
"6388","Legislation","4945","Passed/Approved","Law passed","","09/01/2009",""
"6387","Legislation","4054","Passed/Approved","Law passed","","22/10/2014",""
"6386","Legislation","4984","Passed/Approved","Law passed","","07/03/2013",""
"6385","Legislation","4056","Passed/Approved","Law passed","","03/02/2012",""
"6384","Legislation","8130","Passed/Approved","Law passed","","25/12/2012",""
"6383","Legislation","8232","Passed/Approved","Law passed","","25/12/2003",""
"6382","Legislation","4946","Passed/Approved","Law passed","","16/02/2007",""
"6381","Legislation","4066","Passed/Approved","Law passed","","02/03/2011",""
"6380","Legislation","8578","Passed/Approved","Law passed","","24/12/2016",""
"6379","Legislation","4080","Passed/Approved","Law passed","","26/11/2002",""
"6378","Legislation","4081","Passed/Approved","Law passed","","26/07/2001",""
"6377","Legislation","4097","Passed/Approved","Law passed","","16/07/2004",""
"6376","Legislation","4106","Passed/Approved","Law passed","","17/07/2009",""
"6375","Legislation","4107","Passed/Approved","Law passed","","25/12/1999",""
"6374","Legislation","4119","Passed/Approved","Law passed","","19/03/2004",""
"6373","Legislation","4120","Passed/Approved","Law passed","","19/03/2004",""
"6372","Legislation","4124","Passed/Approved","Law passed","","25/12/2012",""
"6371","Legislation","4242","Passed/Approved","Law passed","","25/12/2013",""
"6370","Legislation","8512","Passed/Approved","Law passed","","25/12/2005",""
"6369","Legislation","4128","Passed/Approved","Law passed","","29/04/2011",""
"6368","Legislation","8576","Passed/Approved","Law passed","","01/03/2013",""
"6367","Legislation","8577","Passed/Approved","Law passed","","05/05/2015",""
"6366","Legislation","4136","Passed/Approved","Law passed","","26/07/2000",""
"6365","Legislation","4141","Passed/Approved","Law passed","","01/06/1998",""
"6364","Legislation","4144","Passed/Approved","Law passed","","25/12/2004",""
"6363","Legislation","4148","Passed/Approved","Law passed","","01/06/2005",""
"6362","Legislation","4422","Passed/Approved","Law passed","","25/12/2012",""
"6361","Legislation","4240","Passed/Approved","Law passed","","03/03/2007",""
"6360","Legislation","4423","Passed/Approved","Law passed","","16/11/2010",""
"6359","Legislation","8565","Passed/Approved","Law passed","","19/07/2017",""
"6358","Legislation","8470","Passed/Approved","Law passed","","25/12/2012",""
"6357","Legislation","1749","Passed/Approved","Law passed","","25/12/2011",""
"6356","Legislation","4269","Passed/Approved","Law passed","","29/06/2007",""
"6355","Legislation","4270","Passed/Approved","Law passed","","30/06/2010",""
"6354","Legislation","8590","Passed/Approved","Law passed","","23/10/2017",""
"6353","Legislation","4332","Passed/Approved","Law passed","","01/12/2010",""
"6352","Legislation","4277","Passed/Approved","Law passed","","25/11/1998",""
"6351","Legislation","4278","Passed/Approved","Law passed","","31/07/2003",""
"6350","Legislation","8536","Passed/Approved","Law passed","","23/12/2016",""
"6349","Legislation","1349","Passed/Approved","Law passed","","25/01/2006",""
"6348","Legislation","4283","Passed/Approved","Law passed","","23/12/2009",""
"6347","Legislation","2050","Passed/Approved","Law passed","","13/08/2015",""
"6346","Legislation","4287","Passed/Approved","Law passed","","06/09/2013",""
"6345","Legislation","8593","Passed/Approved","Law passed","","22/02/2018",""
"6344","Legislation","4290","Passed/Approved","Law passed","","18/12/2003",""
"6343","Legislation","4289","Passed/Approved","Law passed","","19/09/2012",""
"6342","Legislation","4291","Passed/Approved","Law passed","","24/04/2008",""
"6341","Legislation","4316","Passed/Approved","Law passed","","25/12/2005",""
"6340","Legislation","8543","Passed/Approved","Law passed","","27/08/2012",""
"6339","Legislation","8262","Passed/Approved","Law passed","","10/04/2016",""
"6338","Legislation","4325","Passed/Approved","Law passed","","10/04/2008",""
"6337","Legislation","4326","Passed/Approved","Law passed","","08/10/2015",""
"6336","Legislation","4330","Passed/Approved","Law passed","","18/04/2011",""
"6335","Legislation","4334","Passed/Approved","Law passed","","27/08/2010",""
"6334","Legislation","1444","Passed/Approved","Law passed","","25/12/2006",""
"6333","Legislation","1812","Passed/Approved","Law passed","","18/10/2011",""
"6332","Legislation","4355","Passed/Approved","Law passed","","28/11/2008",""
"6331","Legislation","4372","Passed/Approved","Law passed","","13/09/2012",""
"6330","Legislation","4382","Passed/Approved","Law passed","","10/04/2003",""
"6329","Legislation","8659","Passed/Approved","Law passed","","17/07/2009",""
"6328","Legislation","4391","Passed/Approved","Law passed","","18/09/2007",""
"6327","Legislation","8583","Passed/Approved","Law passed","","01/08/2015",""
"6326","Legislation","4437","Passed/Approved","Law passed","","19/10/2010",""
"6325","Legislation","4440","Passed/Approved","Law passed","","28/01/2011",""
"6324","Legislation","4454","Passed/Approved","Law passed","","01/02/2011",""
"6323","Legislation","4455","Passed/Approved","Law passed","","01/06/2007",""
"6322","Legislation","4620","Passed/Approved","Law passed","","25/12/2008",""
"6321","Legislation","4458","Passed/Approved","Law passed","","25/12/2014",""
"6320","Legislation","4459","Passed/Approved","Law passed","","15/03/2013",""
"6319","Legislation","1372","Passed/Approved","Law passed","","08/02/2012",""
"6318","Legislation","4460","Passed/Approved","Law passed","","25/12/2010",""
"6317","Legislation","4464","Passed/Approved","Law passed","","25/12/2013",""
"6316","Legislation","4491","Passed/Approved","Law passed","","01/10/1991",""
"6315","Legislation","4935","Passed/Approved","Law passed","","01/01/2011",""
"6314","Legislation","2013","Passed/Approved","Law passed","","14/09/2015",""
"6313","Legislation","4603","Passed/Approved","Law passed","","03/07/2014",""
"6312","Legislation","8645","Passed/Approved","Law passed","","13/05/2016",""
"6311","Legislation","4605","Passed/Approved","Law passed","","30/12/1999",""
"6310","Legislation","8651","Passed/Approved","Law passed","","26/09/2017",""
"6309","Legislation","4618","Passed/Approved","Law passed","","29/12/1998",""
"6308","Legislation","8497","Passed/Approved","Law passed","","12/05/2019",""
"6307","Legislation","8121","Passed/Approved","Law passed","","25/12/2011",""
"6306","Legislation","8498","Passed/Approved","Law passed","","07/07/2015",""
"6305","Legislation","8457","Passed/Approved","Law passed","","25/12/2015",""
"6304","Legislation","4742","Passed/Approved","Law passed","","25/12/2012",""
"6303","Legislation","4701","Passed/Approved","Law passed","","25/12/2011",""
"6302","Legislation","4724","Passed/Approved","Law passed","","30/05/2008",""
"6301","Legislation","4725","Passed/Approved","Law passed","","01/09/2003",""
"6300","Legislation","8668","Passed/Approved","Law passed","","01/08/2011",""
"6299","Legislation","8673","Passed/Approved","Law passed","","02/03/2018",""
"6298","Legislation","4728","Passed/Approved","Law passed","","07/10/2005",""
"6297","Legislation","4729","Passed/Approved","Law passed","","07/09/2007",""
"6296","Legislation","4730","Passed/Approved","Law passed","","26/06/2007",""
"6295","Legislation","8681","Passed/Approved","Law passed","","07/08/2017",""
"6294","Legislation","8674","Passed/Approved","Law passed","","11/06/2013",""
"6293","Legislation","8647","Passed/Approved","Law passed","","27/11/2015",""
"6292","Legislation","4739","Passed/Approved","Law passed","","18/12/2012",""
"6291","Legislation","4740","Passed/Approved","Law passed","","19/08/2014",""
"6290","Legislation","4741","Passed/Approved","Law passed","","16/11/2015",""
"6289","Legislation","4750","Passed/Approved","Law passed","","25/12/2013",""
"6288","Legislation","2026","Passed/Approved","Law passed","","04/12/2015",""
"6287","Legislation","4744","Passed/Approved","Law passed","","20/11/2011",""
"6286","Legislation","2033","Passed/Approved","Law passed","","16/03/2016",""
"6285","Legislation","4747","Passed/Approved","Law passed","","01/08/2003",""
"6284","Legislation","4749","Passed/Approved","Law passed","","16/01/1995",""
"6283","Legislation","4783","Passed/Approved","Law passed","","01/06/2009",""
"6282","Legislation","2048","Passed/Approved","Law passed","","17/09/2015",""
"6281","Legislation","4754","Passed/Approved","Law passed","","25/12/2010",""
"6280","Legislation","4753","Passed/Approved","Law passed","","25/12/2010",""
"6279","Legislation","4755","Passed/Approved","Law passed","","25/12/2014",""
"6278","Legislation","4757","Passed/Approved","Law passed","","17/09/2012",""
"6277","Legislation","4756","Passed/Approved","Law passed","","12/09/2009",""
"6276","Legislation","4758","Passed/Approved","Law passed","","30/10/2007",""
"6275","Legislation","4759","Passed/Approved","Law passed","","29/05/2002",""
"6274","Legislation","4760","Passed/Approved","Law passed","","18/10/2013",""
"6273","Legislation","4046","Passed/Approved","Law passed","","18/09/1998",""
"6272","Legislation","1014","Passed/Approved","Law passed","","28/07/1999",""
"6271","Legislation","1139","Passed/Approved","Law passed","","21/04/1994",""
"6270","Legislation","1388","Passed/Approved","Law passed","","25/03/2010",""
"6269","Legislation","1389","Passed/Approved","Law passed","","25/12/2009",""
"6268","Legislation","4766","Passed/Approved","Law passed","","25/10/2013",""
"6267","Legislation","4767","Passed/Approved","Law passed","","09/11/2013",""
"6266","Legislation","4769","Passed/Approved","Law passed","","21/09/2009",""
"6265","Legislation","4768","Passed/Approved","Law passed","","27/12/2010",""
"6264","Legislation","4770","Passed/Approved","Law passed","","18/09/2009",""
"6263","Legislation","4771","Passed/Approved","Law passed","","05/01/2016",""
"6262","Legislation","4772","Passed/Approved","Law passed","","01/11/2007",""
"6261","Legislation","4773","Passed/Approved","Law passed","","01/05/2008",""
"6260","Legislation","4775","Passed/Approved","Law passed","","13/01/2012",""
"6259","Legislation","4776","Passed/Approved","Law passed","","26/07/2007",""
"6258","Legislation","1568","Passed/Approved","Law passed","","12/03/2012",""
"6257","Legislation","4778","Passed/Approved","Law passed","","03/10/2015",""
"6256","Legislation","2049","Passed/Approved","Law passed","","30/06/2015",""
"6255","Legislation","4781","Passed/Approved","Law passed","","29/10/1995",""
"6254","Legislation","4782","Passed/Approved","Law passed","","11/03/2009",""
"6253","Legislation","4788","Passed/Approved","Law passed","","20/02/2009",""
"6252","Legislation","1476","Passed/Approved","Law passed","","25/12/2014",""
"6251","Legislation","4785","Passed/Approved","Law passed","","03/10/2007",""
"6250","Legislation","2051","Passed/Approved","Law passed","","25/12/2015",""
"6249","Legislation","4812","Passed/Approved","Law passed","","25/12/2007",""
"6248","Legislation","4789","Passed/Approved","Law passed","","01/04/2016",""
"6247","Legislation","4790","Passed/Approved","Law passed","","19/10/2012",""
"6246","Legislation","4791","Passed/Approved","Law passed","","22/05/2009",""
"6245","Legislation","4792","Passed/Approved","Law passed","","10/09/2015",""
"6244","Legislation","2053","Passed/Approved","Law passed","","07/07/2016",""
"6243","Legislation","1649","Passed/Approved","Law passed","","01/08/2010",""
"6242","Legislation","4797","Passed/Approved","Law passed","","17/10/2014",""
"6241","Legislation","4799","Passed/Approved","Law passed","","04/10/2013",""
"6240","Legislation","4798","Passed/Approved","Law passed","","24/06/2003",""
"6239","Legislation","4800","Passed/Approved","Law passed","","09/12/2016",""
"6238","Legislation","4801","Passed/Approved","Law passed","","17/11/2005",""
"6237","Legislation","4804","Passed/Approved","Law passed","","13/12/2009",""
"6236","Legislation","8197","Passed/Approved","Law passed","","23/08/2016",""
"6235","Legislation","4806","Passed/Approved","Law passed","","04/03/2014",""
"6234","Legislation","4808","Passed/Approved","Law passed","","27/01/2014",""
"6233","Legislation","4810","Passed/Approved","Law passed","","11/05/2015",""
"6232","Legislation","4820","Passed/Approved","Law passed","","12/10/2019",""
"6231","Legislation","4814","Passed/Approved","Law passed","","20/11/2007",""
"6230","Legislation","4815","Passed/Approved","Law passed","","11/05/2008",""
"6229","Legislation","4313","Passed/Approved","Law passed","","25/12/2004",""
"6228","Legislation","4322","Passed/Approved","Law passed","","25/12/2014",""
"6227","Legislation","4818","Passed/Approved","Law passed","","18/08/2003",""
"6226","Legislation","4824","Passed/Approved","Law passed","","01/07/2010",""
"6225","Legislation","4821","Passed/Approved","Law passed","","01/12/2015",""
"6224","Legislation","8539","Passed/Approved","Law passed","","25/12/2011",""
"6223","Legislation","4823","Passed/Approved","Law passed","","01/10/2013",""
"6222","Legislation","4836","Passed/Approved","Law passed","","01/12/2016",""
"6221","Legislation","4825","Passed/Approved","Law passed","","01/12/1997",""
"6220","Legislation","4827","Passed/Approved","Law passed","","25/12/2007",""
"6219","Legislation","4828","Passed/Approved","Law passed","","01/05/2009",""
"6218","Legislation","1574","Passed/Approved","Law passed","","24/03/2006",""
"6217","Legislation","4057","Passed/Approved","Law passed","","22/11/2010",""
"6216","Legislation","4833","Passed/Approved","Law passed","","25/12/1997",""
"6215","Legislation","4832","Passed/Approved","Law passed","","05/06/1998",""
"6214","Legislation","1439","Passed/Approved","Law passed","","25/12/2012",""
"6213","Legislation","4734","Passed/Approved","Law passed","","01/06/2013",""
"6212","Legislation","4837","Passed/Approved","Law passed","","01/04/2016",""
"6211","Legislation","4846","Passed/Approved","Law passed","","01/01/2015",""
"6210","Legislation","4838","Passed/Approved","Law passed","","23/12/1998",""
"6209","Legislation","4745","Passed/Approved","Law passed","","01/11/2006",""
"6208","Legislation","4840","Passed/Approved","Law passed","","01/11/2011",""
"6207","Legislation","4779","Passed/Approved","Law passed","","25/12/2011",""
"6206","Legislation","4816","Passed/Approved","Law passed","","31/03/2015",""
"6205","Legislation","4849","Passed/Approved","Law passed","","25/12/2014",""
"6204","Legislation","4845","Passed/Approved","Law passed","","01/08/2011",""
"6203","Legislation","4822","Passed/Approved","Law passed","","01/06/2016",""
"6202","Legislation","4835","Passed/Approved","Law passed","","25/12/2012",""
"6201","Legislation","4850","Passed/Approved","Law passed","","01/08/2016",""
"6200","Legislation","4855","Passed/Approved","Law passed","","01/01/2014",""
"6199","Legislation","4857","Passed/Approved","Law passed","","25/12/2013",""
"6198","Legislation","4858","Passed/Approved","Law passed","","01/07/2011",""
"6197","Legislation","4854","Passed/Approved","Law passed","","01/03/2015",""
"6196","Legislation","4907","Passed/Approved","Law passed","","25/12/2015",""
"6195","Legislation","4058","Passed/Approved","Law passed","","03/01/2011",""
"6194","Legislation","4062","Passed/Approved","Law passed","","09/08/2011",""
"6193","Legislation","4059","Passed/Approved","Law passed","","13/06/2014",""
"6192","Legislation","4903","Passed/Approved","Law passed","","01/09/2009",""
"6191","Legislation","4904","Passed/Approved","Law passed","","07/03/2013",""
"6190","Legislation","4774","Passed/Approved","Law passed","","26/06/2012",""
"6189","Legislation","4932","Passed/Approved","Law passed","","01/06/2008",""
"6188","Legislation","4777","Passed/Approved","Law passed","","23/01/2013",""
"6187","Legislation","8131","Passed/Approved","Law passed","","25/12/2014",""
"6186","Legislation","8279","Passed/Approved","Law passed","","12/06/2017",""
"6185","Legislation","8602","Passed/Approved","Law passed","","01/07/2017",""
"6184","Legislation","4915","Passed/Approved","Law passed","","01/12/2011",""
"6183","Legislation","8606","Passed/Approved","Law passed","","29/06/2011",""
"6182","Legislation","4918","Passed/Approved","Law passed","","25/12/2014",""
"6181","Legislation","4919","Passed/Approved","Law passed","","01/06/2005",""
"6180","Legislation","4921","Passed/Approved","Law passed","","07/07/2005",""
"6179","Legislation","8644","Passed/Approved","Law passed","","02/02/2018",""
"6178","Legislation","1334","Passed/Approved","Law passed","","01/09/2011",""
"6177","Legislation","4923","Passed/Approved","Law passed","","01/05/2009",""
"6176","Legislation","1534","Passed/Approved","Law passed","","30/01/2014",""
"6175","Legislation","1698","Passed/Approved","Law passed","","02/02/2007",""
"6174","Legislation","1696","Passed/Approved","Law passed","","02/02/2009",""
"6173","Legislation","1775","Passed/Approved","Law passed","","26/01/2007",""
"6172","Legislation","4922","Passed/Approved","Law passed","","06/01/2012",""
"6171","Legislation","4926","Passed/Approved","Law passed","","07/06/2013",""
"6170","Legislation","4937","Passed/Approved","Law passed","","01/10/2009",""
"6169","Legislation","4856","Passed/Approved","Law passed","","01/03/2010",""
"6168","Legislation","4929","Passed/Approved","Law passed","","29/01/2016",""
"6167","Legislation","4942","Passed/Approved","Law passed","","01/10/2009",""
"6166","Legislation","4940","Passed/Approved","Law passed","","01/05/1998",""
"6165","Legislation","4939","Passed/Approved","Law passed","","01/04/2015",""
"6164","Legislation","1378","Passed/Approved","Law passed","","25/12/2004",""
"6163","Legislation","4941","Passed/Approved","Law passed","","07/01/2014",""
"6162","Legislation","8129","Passed/Approved","Law passed","","25/12/2008",""
"6161","Legislation","4943","Passed/Approved","Law passed","","01/06/2013",""
"6160","Legislation","4944","Passed/Approved","Law passed","","01/08/2010",""
"6159","Legislation","4631","Passed/Approved","Law passed","","01/09/2010",""
"6158","Legislation","1105","Passed/Approved","Law passed","","07/04/2009",""
"6157","Legislation","4948","Passed/Approved","Law passed","","16/12/2010",""
"6156","Legislation","4949","Passed/Approved","Law passed","","01/01/2013",""
"6155","Legislation","4947","Passed/Approved","Law passed","","18/11/2010",""
"6154","Legislation","4950","Passed/Approved","Law passed","","14/07/2015",""
"6153","Legislation","4951","Passed/Approved","Law passed","","24/09/2012",""
"6152","Legislation","4952","Passed/Approved","Law passed","","01/06/2012",""
"6151","Legislation","4954","Passed/Approved","Law passed","","01/07/2015",""
"6150","Legislation","4953","Passed/Approved","Law passed","","01/07/2014",""
"6149","Legislation","4955","Passed/Approved","Law passed","","01/03/2014",""
"6148","Legislation","4956","Passed/Approved","Law passed","","20/01/2014",""
"6147","Legislation","4957","Passed/Approved","Law passed","","01/07/2015",""
"6146","Legislation","4958","Passed/Approved","Law passed","","01/01/2005",""
"6145","Legislation","4960","Passed/Approved","Law passed","","16/04/2008",""
"6144","Legislation","4959","Passed/Approved","Law passed","","27/01/2011",""
"6143","Legislation","4961","Passed/Approved","Law passed","","05/04/2013",""
"6142","Legislation","4962","Passed/Approved","Law passed","","31/12/2008",""
"6141","Legislation","4963","Passed/Approved","Law passed","","27/06/2011",""
"6140","Legislation","4964","Passed/Approved","Law passed","","07/07/1998",""
"6139","Legislation","4965","Passed/Approved","Law passed","","01/01/2013",""
"6138","Legislation","4966","Passed/Approved","Law passed","","25/12/2008",""
"6137","Legislation","4967","Passed/Approved","Law passed","","25/12/2007",""
"6136","Legislation","4968","Passed/Approved","Law passed","","25/02/2016",""
"6135","Legislation","4969","Passed/Approved","Law passed","","01/10/2014",""
"6134","Legislation","4970","Passed/Approved","Law passed","","02/10/2015",""
"6133","Legislation","4971","Passed/Approved","Law passed","","24/10/2002",""
"6132","Legislation","4972","Passed/Approved","Law passed","","15/04/2005",""
"6131","Legislation","4973","Passed/Approved","Law passed","","05/02/2016",""
"6130","Legislation","4975","Passed/Approved","Law passed","","10/06/2013",""
"6129","Legislation","4974","Passed/Approved","Law passed","","15/12/2011",""
"6128","Legislation","4976","Passed/Approved","Law passed","","12/10/2012",""
"6127","Legislation","4977","Passed/Approved","Law passed","","25/04/2011",""
"6126","Legislation","4979","Passed/Approved","Law passed","","20/04/2011",""
